District,Category,Bedroom,Bathroom,Direction,House Status,Verification,Land Area (m2),Land Used Area (m2),Length (m),Width (m),Alley Width (m),Price (bil),Price/m2 (mil),Floor,Have Mezzanine,Have Rooftop,Have Basement,Have Attic,Is Land,Near Market,Near School,Near Hospital,Near Center,Near Frontage,Securities Space,Comfortable Space,Have Car Park,Larger Rear,Alley Surface,Urgent Sale
district-8,Ban nha rieng Phuong 15 Quan 8 - So hong rieng chinh chu,2.0,1.0,West,Empty,Pink book,36.5,53.3,11.64,3.0,2.0,3.3,90.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 15, Quan 8 - Huong Tay",3.0,3.0,West,Living,Pink book,44.9,128.0,7.6,6.1,2.5,2.2,49.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha hem thong thoang Phuong 5 Quan 8 - So hong rieng chinh chu,3.0,3.0,South,Empty,Pink book,26.5,87.4,8.0,4.2,2.2,4.6,173.6,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
district-8,"Ban nha rieng Phuong 15, Quan 8 - So hong rieng chinh chu - Gan mat tien duong",3.0,3.0,North,Living,Pink book,29.6,59.2,5.1,6.5,2.0,3.0,101.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 15, Quan 8 - So hong rieng chinh chu",3.0,2.0,North,Living,Pink book,18.3,36.6,7.6,2.5,3.0,1.98,108.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng phuong 15 Quan 8 - Huong Tay,2.0,2.0,West,Empty,Pink book,40.3,81.6,10.6,3.92,3.0,2.75,68.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 15 Quan 8 - So hong rieng chinh chu - Huong Dong ,2.0,1.0,East,Renting,Pink book,121.3,45.9,14.2,3.2,3.0,3.3,27.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 15, Quan 8 - Huong Dong ",7.0,7.0,East,Empty,Pink book,54.1,162.3,16.0,3.2,3.0,4.05,74.9,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 15 Quan 8 - So hong rieng chinh chu,2.0,2.0,South,Empty,Pink book,23.0,17.7,5.5,4.0,1.5,2.17,94.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng phuong 6 Quan 8 - Huong Tay .,1.0,1.0,West,Empty,Pink book,42.3,53.7,15.6,3.2,2.0,3.3,78.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - So hong chinh chu",1.0,1.0,East,Renting,Pink book,93.7,88.8,20.04,4.89,5.0,6.5,69.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
district-8,Ban nha rieng gan mat tien duong Phuong 16 Quan 8 - So hong rieng chinh chu,4.0,3.0,North,Empty,Pink book,55.4,146.4,14.1,4.0,10.0,5.4,97.5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 16 Quan 8 - Huong Dong ,4.0,3.0,East,Empty,Pink book,46.2,115.2,13.3,3.5,3.0,4.0,86.6,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng phuong 16 Quan 8 - Huong Bac.,1.0,1.0,North,Living,Pink book,103.4,99.6,23.8,4.3,3.0,5.5,53.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Can ban gap nha hem xe o to Phuong 16, Quan 8 - Huong Bac .",4.0,4.0,North,Empty,Pink book,63.5,190.4,16.9,3.8,4.0,7.29,114.9,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban Nha Rieng Hem Xe Tai Phuong 16, Quan 8",4.0,4.0,North,Empty,Pink book,296.9,279.9,29.0,10.0,8.0,35.0,117.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha mat tien duong noi bo Phuong 16 Quan 8 - Huong Nam,2.0,2.0,South,Empty,Pink book,81.3,102.8,15.0,4.8,,5.0,61.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Nam",3.0,3.0,South,Empty,Pink book,52.6,109.0,15.1,3.5,3.0,3.6,68.4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 16. Quan 8 - Huong Nam,2.0,1.0,South,Living,Pink book,28.1,28.1,15.0,4.5,3.0,3.15,112.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha 2 can lien ke ,Phuong 16 ,Quan 8",43.0,43.0,West,Living,Pink book,396.0,970.2,24.2,16.0,,26.0,65.7,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng mat tien duong Phuong 16 Quan 8 - So hong rieng chinh chu,5.0,4.0,East,Renting,Pink book,204.6,204.6,35.9,5.7,,14.0,68.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Bac ",11.0,12.0,North,Renting,Pink book,68.0,298.0,16.8,4.0,4.0,9.0,132.4,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Nam",2.0,2.0,South,Empty,Pink book,33.5,66.2,12.1,4.0,3.0,4.3,128.4,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - So hong rieng chinh chu ",4.0,3.0,West,Empty,Pink book,105.6,291.0,20.0,5.0,,11.5,108.9,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Nam ",7.0,8.0,South,Empty,Pink book,64.8,254.0,15.9,4.0,9.0,7.1,109.6,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Dong Nam",4.0,3.0,South,Empty,Pink book,52.9,185.1,17.0,3.1,3.5,5.5,104.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Dong",4.0,3.0,East,Empty,Pink book,49.2,172.2,15.7,3.2,3.5,5.5,111.8,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Nam",4.0,3.0,South,Empty,Pink book,48.0,85.3,11.7,4.0,8.0,6.3,131.2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Nha hem phuong 16 Quan 8 - So hong rieng chinh chu,4.0,4.0,North,Living,Pink book,39.1,129.0,10.85,3.6,2.0,3.69,94.4,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
district-8,Ban nha rieng thong thoang Phuong 16 Quan 8 - So hong rieng chinh chu,4.0,3.0,North,Empty,Pink book,44.9,122.1,13.6,3.7,4.0,4.2,93.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban dat nen dang lam kho xuong Phuong 16, Quan 8 - So hong rieng chinh chu",0.0,0.0,North,Renting,Pink book,187.6,0.0,17.11,16.2,4.0,12.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Tay",4.0,3.0,West,Empty,Pink book,46.3,162.1,13.6,3.4,3.5,5.0,108.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng thong thoang Phuong 16 Quan 8 - So hong rieng chinh chu,4.0,3.0,North,Empty,Pink book,35.8,103.8,10.7,4.1,2.0,3.4,95.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng 2 mat hem thong thoang Phuong 16 Quan 8 - So hong rieng chinh chu,2.0,2.0,West,Empty,Pink book,45.6,91.2,11.1,4.0,6.0,4.5,98.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Tay",4.0,4.0,West,Empty,Pink book,62.1,117.0,18.0,4.0,4.0,6.0,96.6,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng mat tien duong Phuong 9 Quan 8.,10.0,5.0,South,Empty,Pink book,137.6,484.7,20.9,7.2,,23.0,167.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Can ban gap nha hem xe o to Phuong 16, Quan 8 - Huong  Nam.",4.0,3.0,South,Empty,Pink book,45.6,123.0,10.1,4.5,4.0,5.3,116.2,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 16 Quan 8 - Huong Tay Bac,4.0,3.0,North,Empty,Pink book,35.8,89.7,10.0,4.0,2.0,3.45,96.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng hem Phuong 16 Quan 8 - Huong Tay Bac,3.0,3.0,North,Empty,Pink book,43.7,109.5,13.8,3.4,3.0,3.3,75.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng hem xe o to Phuong 16 Quan 8 - Huong Bac,4.0,3.0,North,Living,Pink book,60.6,157.8,14.0,4.0,12.0,6.5,107.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban dat nen Phuong 16, Quan 8 - So hong rieng chinh chu ",0.0,0.0,South,Living,Pink book,64.7,0.0,16.32,4.0,3.0,5.2,80.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha hem xe ba gac Phuong 4, Quan 8 - Gan cho Pham The Hien",2.0,1.0,South,Living,Pink book,71.5,61.9,24.7,3.0,3.8,4.8,67.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - hem thong thoang, yen tinh",2.0,2.0,North,Living,Pink book,36.0,72.0,12.1,3.0,4.0,2.88,80.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Tay ",4.0,4.0,West,Empty,Pink book,58.1,219.5,14.7,4.0,3.0,4.2,72.3,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong Tay",3.0,3.0,West,Empty,Pink book,80.0,240.0,20.0,4.0,,11.0,137.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha hem Phuong 16 Quan 8 . Huong Tay Nam ,2.0,1.0,South,Empty,Pink book,22.8,45.6,7.3,3.0,3.0,2.7,118.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng Phuong 16 Quan 8 - Huong Bac,4.0,3.0,North,Empty,Pink book,45.9,137.7,13.1,4.2,3.0,4.8,104.6,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 16, Quan 8 - Huong  Dong Bac",3.0,3.0,North,Renting,Pink book,36.5,89.1,13.2,3.0,3.0,3.1,84.9,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,"Ban nha rieng Phuong 12 , Quan 8 - So hong rieng chinh chu - Giao dich an toan va nhanh chong",2.0,2.0,South,Empty,Pink book,33.9,69.9,12.6,3.1,,4.9,144.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha hem xe ba gac Phuong 12 Quan 8 - So hong rieng chinh chu,4.0,3.0,North,Empty,Pink book,35.1,88.5,13.9,2.7,3.0,4.5,128.2,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban gap nha hem quan 8 - So hong rieng chinh chu,3.0,3.0,South,Empty,Pink book,10.8,38.0,4.7,2.0,3.0,1.86,172.2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-8,Ban nha rieng phuong 6 Quan 8 - Huong Tay Bac .,3.0,2.0,North,Empty,Pink book,91.1,142.2,15.7,5.9,3.3,4.5,49.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban can ho 1 phong ngu+ chung cu Vinhomes Grand Park - View huong Tay Bac,1.0,1.0,North,Empty,Others,51.7,51.7,8.0,6.4,,2.05,39.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Dong Nam,2.0,2.0,South,Empty,Others,67.8,67.8,10.0,6.8,,3.1,45.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu+ chung cu Vinhomes Grand Park - View huong Tay Bac,2.0,2.0,North,Empty,Others,69.2,69.2,10.0,7.0,,2.692,38.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho studio chung cu Vinhomes Grand Park - View huong Tay Bac,1.0,1.0,North,Empty,Others,33.6,33.6,7.0,5.0,,1.62,48.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Dong Nam,2.0,1.0,South,Empty,Others,59.1,59.1,8.0,7.4,,2.2,37.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho studio chung cu Vinhomes Grand Park - View huong Dong Bac,1.0,1.0,North,Empty,Others,29.9,29.9,7.0,4.8,,1.3,43.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,"Ban can ho 2 phong ngu, chung cu Vinhomes Grand Park - Quan 9-Can goc",2.0,2.0,South,Empty,Others,69.2,64.0,10.0,6.9,,3.1,48.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu du an Vinhomes Grand Park phuong Long Thanh My TP Thu Duc.,2.0,1.0,South,Empty,Others,59.1,59.1,8.0,7.4,,2.1,35.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Tay Bac,2.0,1.0,North,Empty,Others,59.1,59.1,8.0,7.3,,2.5,42.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 1 phong ngu+ chung cu Vinhomes Grand Park - View huong Dong Bac,1.0,1.0,North,Empty,Others,51.7,51.7,8.0,6.5,,2.2,42.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Dong Nam,2.0,2.0,South,Empty,Others,69.2,69.2,9.0,7.8,,2.95,42.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Tay Bac,2.0,2.0,North,Empty,Others,69.2,69.2,9.0,7.8,,2.58,37.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 2 phong ngu chung cu Vinhomes Grand Park - View huong Dong Nam,2.0,1.0,South,Empty,Others,59.1,59.1,8.0,7.5,,2.43,41.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho Chung cu Sai Gon Gateway- Nha trong giao ngay,2.0,2.0,North,Empty,Others,65.0,65.9,9.0,7.5,,2.45,37.2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,"Chinh chu ban can ho 3 phong ngu Chung cu Sai Gon Gateway- nha trong, giao ngay",3.0,2.0,North,Renting,Pink book,90.0,90.8,10.0,9.0,,3.3,36.4,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban can ho 3 phong ngu Chung cu Sai Gon Gateway- Nha trong giao ngay,3.0,2.0,North,Empty,Others,90.0,90.9,10.0,9.0,,3.0,33.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban can ho Chung cu Sai Gon Gateway- Can goc view ho boi,2.0,2.0,North,Empty,Others,70.0,69.1,10.0,7.0,,2.65,38.3,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha va day phong tro hem xe ba gac phuong Tan Phu- Thanh Pho Thu Duc,7.0,6.0,South,Empty,Pink book,208.2,104.1,24.1,9.7,3.0,9.5,45.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng hem xe hoi phuong Tang Nhon Phu A- Thanh Pho Thu Duc,3.0,2.0,North,Empty,Pink book,83.0,134.2,16.0,3.9,5.8,9.5,114.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban biet thu mini san vuon rong Phuong Long Thanh My- Thanh Pho Thu Duc,3.0,3.0,West,Empty,Pink book,302.5,150.0,20.0,15.2,3.0,22.0,72.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban nha cap 4 hem xe may phuong Tan Phu- Thanh Pho Thu Duc,2.0,2.0,North,Empty,Pink book,110.2,75.8,24.5,4.5,2.0,5.1,46.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng hem xe hoi phuong Phuoc Long B-  Thanh Pho Thu Duc,2.0,3.0,North,Empty,Pink book,93.0,148.9,23.1,4.2,3.8,7.6,81.7,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng 2 mat hem phuong Tang Nhon Phu A- Thanh Pho Thu Duc,3.0,3.0,South,Living,Pink book,330.7,268.8,25.3,14.6,6.0,33.0,99.8,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
district-9,Ban day phong tro hem xe ba gac phuong Phuoc Long B - Huong Tay Bac,5.0,5.0,South,Renting,Pink book,82.9,100.0,16.3,11.7,2.0,4.1,49.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng mat tien duong phuong Phuoc Long B- Mat tien duong rong 4m,2.0,1.0,South,Empty,Pink book,32.6,68.2,7.7,4.1,,3.8,116.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng hem xe may phuong Phuoc Long B- Thanh Pho Thu Duc,2.0,2.0,North,Empty,Pink book,26.6,64.0,7.0,3.9,1.5,2.25,84.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Chinh chu ban nha rieng hem xe tai phuong Long Binh- Thanh Pho Thu Duc,3.0,2.0,East,Living,Pink book,67.2,123.9,16.0,4.2,8.0,4.6,68.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
district-9,Chinh chu ban nha rieng mat tien duong tien kinh doanh phuong Tan Phu- Thanh Pho Thu Duc,2.0,2.0,East,Empty,Pink book,191.3,195.5,19.4,10.1,,26.0,135.9,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Chinh chu ban nha rieng hem xe hoi phuong Phuoc Long B- Thanh Pho Thu Duc,2.0,2.0,South,Empty,Pink book,87.0,80.4,18.1,5.1,3.2,7.35,84.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban gap lo dat dat nen du an Riocasa- Phuong Long Truong -  TP Thu Duc,0.0,0.0,South,Empty,Pink book,66.0,0.0,16.56,4.0,6.0,3.35,50.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban dat nen hem o to 7m phuong Long Truong TP Thu Duc,0.0,0.0,South,Empty,Pink book,73.8,0.0,19.14,4.0,7.0,3.9,52.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban lo dat nen hem o to 8m phuong Long Truong TP Thu Duc.,0.0,0.0,South,Empty,Pink book,87.0,0.0,15.15,5.13,8.0,4.2,48.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng phuong Tang Nhon Phu B quan 9. Nha huong Dong Nam.,4.0,3.0,South,Empty,Pink book,83.1,169.9,15.5,5.1,6.0,6.5,78.2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng hem xe may phuong Phuoc Long B- Thanh Pho Thu Duc,6.0,2.0,North,Renting,Pink book,98.4,129.2,14.5,7.0,2.0,4.75,48.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
district-9,Ban nha rieng hem xe may phuong Phuoc Long B- Thanh Pho Thu Duc,2.0,2.0,South,Empty,Pink book,44.4,75.4,13.8,1.4,2.4,2.9,65.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
district-9,Ban khach san 2 mat tien duong phuong Tan Phu- Thanh Pho Thu Duc,22.0,23.0,South,Empty,Pink book,202.5,780.8,29.7,8.3,,45.0,222.2,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
district-9,Ban day nha tro mat tien duong phuong Hiep Phu- Thanh Pho Thu Duc,5.0,5.0,South,Renting,Pink book,148.6,100.0,23.4,6.5,,13.0,87.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
